,Gene,Spearman_r,P_value,FDR
6834,XLOC_l2_005197,0.2206,0.411666,0.8508466362337817
29206,PRDM10,0.2206,0.411666,0.8508466362337817
14485,IFT74-AS1,-0.2206,0.411666,0.8508466362337817
2705,LOC101928439,0.2206,0.411666,0.8508466362337817
32619,ABCB4,0.2206,0.411666,0.8508466362337817
33762,PPP6R2,0.2206,0.411666,0.8508466362337817
29669,LINC00926,-0.2206,0.411666,0.8508466362337817
1598,lnc-ELTD1-5,-0.2206,0.411666,0.8508466362337817
12881,COG1,0.2206,0.411666,0.8508466362337817
6806,XLOC_l2_005020,0.2206,0.411666,0.8508466362337817
14211,lnc-ASB3-2,0.2206,0.411666,0.8508466362337817
23656,TULP2,-0.2206,0.411666,0.8508466362337817
17758,C1GALT1C1,0.2206,0.411666,0.8508466362337817
2421,lnc-KIAA0226-3,-0.2206,0.411666,0.8508466362337817
8853,SLC6A1-AS1,0.2206,0.411666,0.8508466362337817
11705,lnc-PAK2-1,-0.2206,0.411666,0.8508466362337817
20680,SFT2D1,-0.2206,0.411666,0.8508466362337817
32678,LOC100131170,-0.2206,0.411666,0.8508466362337817
17702,KRTAP4-12,-0.2206,0.411666,0.8508466362337817
10560,lnc-HDDC3-1,-0.2206,0.411666,0.8508466362337817
34530,DERL3,0.2206,0.411666,0.8508466362337817
29375,RNF152,-0.2206,0.411666,0.8508466362337817
14144,lnc-KANSL3-1,-0.2206,0.411666,0.8508466362337817
29639,BRI3BP,0.2206,0.411666,0.8508466362337817
224,lnc-UBLCP1-4,0.2206,0.411666,0.8508466362337817
15518,C10orf11,-0.2206,0.411666,0.8508466362337817
918,SNORD114-29,0.2206,0.411666,0.8508466362337817
4066,lnc-MID1IP1-3,0.2206,0.411666,0.8508466362337817
4069,lnc-MAOA-2,-0.2206,0.411666,0.8508466362337817
14274,lnc-RAB9A-1,0.2206,0.411666,0.8508466362337817
27913,TSHR,-0.2206,0.411666,0.8508466362337817
34357,LOC100287704,0.2206,0.411666,0.8508466362337817
14089,LINC00309,-0.2206,0.411666,0.8508466362337817
28444,DDX39B,-0.2206,0.411666,0.8508466362337817
32941,PPP1R3G,-0.2206,0.411666,0.8508466362337817
13166,lnc-TMEM206-3,-0.2206,0.411666,0.8508466362337817
29484,PYGO1,-0.2206,0.411666,0.8508466362337817
33596,C8orf82,0.2206,0.411666,0.8508466362337817
28174,LOC729080,0.2206,0.411666,0.8508466362337817
18399,SAYSD1,0.2206,0.411666,0.8508466362337817
4285,lnc-C10orf129-1,0.2206,0.411666,0.8508466362337817
2150,LOC102723413,-0.2206,0.411666,0.8508466362337817
24522,MROH9,-0.2206,0.411666,0.8508466362337817
6131,lnc-C20orf166-3,0.2206,0.411666,0.8508466362337817
24526,KCNH1,0.2206,0.411666,0.8508466362337817
20747,ZNF653,-0.2206,0.411666,0.8508466362337817
20368,GRM1,-0.2206,0.411666,0.8508466362337817
32638,LOC100134868,-0.2206,0.411666,0.8508466362337817
17682,DEFB4A,-0.2206,0.411666,0.8508466362337817
33145,PRM3,-0.2206,0.411666,0.8508466362337817
18828,RPL28,0.2206,0.411666,0.8508466362337817
7971,lnc-CCDC64B-1,0.2206,0.411666,0.8508466362337817
24517,C1orf54,0.2206,0.411666,0.8508466362337817
6191,lnc-TCFL5-2,-0.2206,0.411666,0.8508466362337817
3995,lnc-C9orf50-1,0.2206,0.411666,0.8508466362337817
22062,GLTSCR2,0.2206,0.411666,0.8508466362337817
6105,lnc-SYNDIG1-4,0.2206,0.411666,0.8508466362337817
16951,C2orf69,0.2206,0.411666,0.8508466362337817
17664,C7orf34,-0.2206,0.411666,0.8508466362337817
16078,SLC25A43,0.2206,0.411666,0.8508466362337817
8979,lnc-C10orf108-1,0.2206,0.411666,0.8508466362337817
7957,NEK5,0.2206,0.411666,0.8508466362337817
5686,lnc-AC003101.1.1-1,-0.2206,0.411666,0.8508466362337817
28405,CDIPT-AS1,0.2206,0.411666,0.8508466362337817
27201,POLR3B,0.2206,0.411666,0.8508466362337817
29095,COPA,0.2206,0.411666,0.8508466362337817
325,MALAT1,-0.2206,0.411666,0.8508466362337817
27085,SLC22A8,-0.2206,0.411666,0.8508466362337817
28415,EEF2,0.2206,0.411666,0.8508466362337817
30194,COX18,-0.2206,0.411666,0.8508466362337817
4963,lnc-ZMYM2-3,0.2206,0.411666,0.8508466362337817
4972,LOC101928839,-0.2206,0.411666,0.8508466362337817
17631,ANKS1A,-0.2206,0.411666,0.8508466362337817
16129,DNASE2B,0.2206,0.411666,0.8508466362337817
27159,lnc-PABPC4-2,-0.2206,0.411666,0.8508466362337817
14866,lnc-PCDH20-7,0.2206,0.411666,0.8508466362337817
2378,lnc-VGLL3-3,0.2206,0.411666,0.8508466362337817
10388,lnc-GK-3,-0.2206,0.411666,0.8508466362337817
34633,CTF1,0.2206,0.411666,0.8508466362337817
16886,DSG2,-0.2206,0.411666,0.8508466362337817
3,LOC102723721,-0.2206,0.411666,0.8508466362337817
26,VLDLR-AS1,0.2206,0.411666,0.8508466362337817
25300,TNFRSF13C,-0.2194,0.414165,0.8527491629860214
16954,ARHGAP25,0.2193,0.414518,0.8527491629860214
32131,MEIS1-AS2,-0.2178,0.417736,0.8527491629860214
33061,MTA1,0.2178,0.417736,0.8527491629860214
21590,TMEM131,0.2178,0.417736,0.8527491629860214
29868,P4HA1,0.2176,0.418087,0.8527491629860214
15141,ATP9B,0.2176,0.418087,0.8527491629860214
12503,LOC646762,-0.2176,0.418087,0.8527491629860214
4162,lnc-WDR37-3,-0.2176,0.418087,0.8527491629860214
11172,lnc-MAPK6-6,-0.2176,0.418087,0.8527491629860214
31559,LINC01552,-0.2176,0.418087,0.8527491629860214
34016,LOC645645,-0.2176,0.418087,0.8527491629860214
6459,XLOC_l2_001086,-0.2176,0.418087,0.8527491629860214
18903,SUPT7L,0.2176,0.418087,0.8527491629860214
24349,TAAR2,-0.2176,0.418087,0.8527491629860214
15210,THAP10,-0.2176,0.418087,0.8527491629860214
11016,lnc-LGALS3-1,-0.2176,0.418087,0.8527491629860214
19063,PCDHB2,0.2176,0.418087,0.8527491629860214
6752,XLOC_l2_004381,-0.2176,0.418087,0.8527491629860214
21063,CLCA3P,-0.2176,0.418087,0.8527491629860214
25021,GNPAT,0.2176,0.418087,0.8527491629860214
2203,lnc-PPM1M-2,0.2176,0.418087,0.8527491629860214
21308,ST8SIA1,0.2176,0.418087,0.8527491629860214
21279,TEX33,-0.2176,0.418087,0.8527491629860214
17863,CWF19L2,0.2176,0.418087,0.8527491629860214
24984,HDAC8,0.2176,0.418087,0.8527491629860214
5898,lnc-CELF4-5,0.2176,0.418087,0.8527491629860214
9048,lnc-C14orf28-1,-0.2176,0.418087,0.8527491629860214
30911,PRR3,0.2176,0.418087,0.8527491629860214
31958,LOC643549,-0.2176,0.418087,0.8527491629860214
24418,RPL34,0.2176,0.418087,0.8527491629860214
24299,ZFP62,0.2176,0.418087,0.8527491629860214
22248,CAD,0.2176,0.418087,0.8527491629860214
27029,APMAP,-0.2176,0.418087,0.8527491629860214
2321,lnc-MFSD1-1,-0.2176,0.418087,0.8527491629860214
12341,LOC101928785,0.2176,0.418087,0.8527491629860214
30855,PLEKHH3,0.2176,0.418087,0.8527491629860214
19179,COA1,0.2176,0.418087,0.8527491629860214
22102,SNAP47,0.2176,0.418087,0.8527491629860214
4948,LINC01055,0.2176,0.418087,0.8527491629860214
29261,CCSER1,0.2176,0.418087,0.8527491629860214
32079,TBC1D8,-0.2176,0.418087,0.8527491629860214
13498,lnc-WDR60-7,-0.2176,0.418087,0.8527491629860214
1379,KCNC4-AS1,0.2176,0.418087,0.8527491629860214
13221,LOC101927513,0.2176,0.418087,0.8527491629860214
13218,lnc-TNFRSF10B-1,-0.2176,0.418087,0.8527491629860214
32098,TVP23A,0.2176,0.418087,0.8527491629860214
32095,KHK,0.2176,0.418087,0.8527491629860214
23044,XK,-0.2176,0.418087,0.8527491629860214
13367,lnc-TUBB2A-1,-0.2176,0.418087,0.8527491629860214
24906,PCM1,0.2176,0.418087,0.8527491629860214
7439,LOC101929210,-0.2176,0.418087,0.8527491629860214
20834,ACPT,-0.2176,0.418087,0.8527491629860214
26073,MEP1A,-0.2176,0.418087,0.8527491629860214
23137,EGR2,0.2176,0.418087,0.8527491629860214
16412,SDCBP2,0.2176,0.418087,0.8527491629860214
10616,lnc-HMHB1-1,-0.2176,0.418087,0.8527491629860214
13490,ADARB2-AS1,-0.2176,0.418087,0.8527491629860214
4430,lnc-APOA4-1,-0.2176,0.418087,0.8527491629860214
18539,GSTO2,-0.2176,0.418087,0.8527491629860214
11008,lnc-LEO1-2,0.2176,0.418087,0.8527491629860214
24107,HDDC3,0.2176,0.418087,0.8527491629860214
22936,MLANA,-0.2176,0.418087,0.8527491629860214
8385,lnc-ABCC11-1,-0.2176,0.418087,0.8527491629860214
6048,lnc-NCOA3-7,-0.2176,0.418087,0.8527491629860214
11302,lnc-MRAP-1,-0.2176,0.418087,0.8527491629860214
14755,lnc-OPN4-2,-0.2176,0.418087,0.8527491629860214
7535,XLOC_l2_012467,-0.2176,0.418087,0.8527491629860214
17357,TNS2,0.2176,0.418087,0.8527491629860214
25254,PTPRN,-0.2176,0.418087,0.8527491629860214
12330,LOC102724933,-0.2176,0.418087,0.8527491629860214
4008,lnc-HIATL1-2,-0.2176,0.418087,0.8527491629860214
7174,XLOC_l2_008991,0.2176,0.418087,0.8527491629860214
7740,FAM66C,-0.2176,0.418087,0.8527491629860214
34681,SNAR-C3,-0.2176,0.418087,0.8527491629860214
13704,SMAD1-AS1,-0.2176,0.418087,0.8527491629860214
1452,lnc-INADL-1,-0.2176,0.418087,0.8527491629860214
11852,C5orf66-AS1,-0.2176,0.418087,0.8527491629860214
13796,lnc-PLCH1-2,-0.2176,0.418087,0.8527491629860214
22619,GABRA6,-0.2176,0.418087,0.8527491629860214
25725,KIF27,0.2176,0.418087,0.8527491629860214
13134,lnc-TMCO3-1,-0.2176,0.418087,0.8527491629860214
32660,LENG9,0.2176,0.418087,0.8527491629860214
1100,LOC646938,-0.2176,0.418087,0.8527491629860214
31265,LOC100130057,-0.2176,0.418087,0.8527491629860214
5689,lnc-MRM1-1,-0.2176,0.418087,0.8527491629860214
3381,FLJ44511,-0.2176,0.418087,0.8527491629860214
31272,LOC100129534,-0.2176,0.418087,0.8527491629860214
17797,ZNF296,0.2176,0.418087,0.8527491629860214
17401,UBE2I,-0.2176,0.418087,0.8527491629860214
24497,NOS1AP,-0.2176,0.418087,0.8527491629860214
24506,PPIE,0.2176,0.418087,0.8527491629860214
19393,PDC,-0.2176,0.418087,0.8527491629860214
28535,MTCH2,0.2176,0.418087,0.8527491629860214
18453,TMEM234,-0.2176,0.418087,0.8527491629860214
8948,LOC102724551,-0.2176,0.418087,0.8527491629860214
7527,NUBP1,0.2176,0.418087,0.8527491629860214
33417,OR5D14,0.2176,0.418087,0.8527491629860214
2469,LOC100505685,-0.2176,0.418087,0.8527491629860214
10003,TUB-AS1,-0.2176,0.418087,0.8527491629860214
6364,lnc-CTA-299D3.8.1-1,0.2176,0.418087,0.8527491629860214
20487,ZNF280C,0.2176,0.418087,0.8527491629860214
11372,LOC101927200,0.2176,0.418087,0.8527491629860214
13840,LOC101928253,0.2176,0.418087,0.8527491629860214
26802,LRPPRC,0.2176,0.418087,0.8527491629860214
12336,lnc-RP11-582J16.5.1-3,0.2176,0.418087,0.8527491629860214
32803,TMIGD1,-0.2176,0.418087,0.8527491629860214
16149,USMG5,0.2176,0.418087,0.8527491629860214
34458,LOC284669,0.2176,0.418087,0.8527491629860214
6672,XLOC_l2_003401,-0.2176,0.418087,0.8527491629860214
21988,STARD8,0.2176,0.418087,0.8527491629860214
2740,lnc-CCDC125-1,-0.2176,0.418087,0.8527491629860214
10165,LOC100507054,-0.2176,0.418087,0.8527491629860214
1018,OR5E1P,-0.2176,0.418087,0.8527491629860214
20367,ESR1,-0.2176,0.418087,0.8527491629860214
26321,MYL1,0.2176,0.418087,0.8527491629860214
34533,lnc-GRHL2-9,0.2176,0.418087,0.8527491629860214
31657,LOC91450,-0.2176,0.418087,0.8527491629860214
34228,OR51F1,-0.2176,0.418087,0.8527491629860214
32387,LOC283112,-0.2176,0.418087,0.8527491629860214
5697,lnc-ABI3-1,0.2176,0.418087,0.8527491629860214
12826,NBPF1,-0.2176,0.418087,0.8527491629860214
32793,GPR6,0.2176,0.418087,0.8527491629860214
29441,IGSF22,0.2176,0.418087,0.8527491629860214
23827,GTF2IRD2,0.2176,0.418087,0.8527491629860214
23826,FZD9,-0.2176,0.418087,0.8527491629860214
5187,lnc-CALM1-2,0.2176,0.418087,0.8527491629860214
6976,LILRA6,-0.2176,0.418087,0.8527491629860214
19539,LOC101928710,0.2176,0.418087,0.8527491629860214
26373,PEX19,0.2176,0.418087,0.8527491629860214
11731,OPLAH,-0.2176,0.418087,0.8527491629860214
24780,FER1L4,0.2176,0.418087,0.8527491629860214
3743,lnc-ANKRD46-1,0.2176,0.418087,0.8527491629860214
20207,LIN9,-0.2176,0.418087,0.8527491629860214
18171,KCNH2,-0.2176,0.418087,0.8527491629860214
2086,lnc-CXCR4-1,0.2176,0.418087,0.8527491629860214
24847,FAT2,0.2176,0.418087,0.8527491629860214
20393,MOXD1,0.2176,0.418087,0.8527491629860214
13963,lnc-RP11-334E6.3.1-1,-0.2176,0.418087,0.8527491629860214
26742,RPRD1B,0.2176,0.418087,0.8527491629860214
23876,TOR2A,-0.2176,0.418087,0.8527491629860214
2761,lnc-RASA1-3,0.2176,0.418087,0.8527491629860214
33244,SLC38A8,0.2176,0.418087,0.8527491629860214
16960,EML4,0.2176,0.418087,0.8527491629860214
4974,lnc-WASF3-1,-0.2176,0.418087,0.8527491629860214
33567,LOC100130768,-0.2176,0.418087,0.8527491629860214
25576,CPN1,-0.2176,0.418087,0.8527491629860214
1127,NPPA-AS1,-0.2176,0.418087,0.8527491629860214
21877,LRRC16B,-0.2176,0.418087,0.8527491629860214
10466,LOC102724220,-0.2176,0.418087,0.8527491629860214
10847,LINC01366,0.2176,0.418087,0.8527491629860214
24622,PLEKHG3,0.2176,0.418087,0.8527491629860214
19703,RPA4,0.2176,0.418087,0.8527491629860214
14496,lnc-AP000892.4.1-1,0.2176,0.418087,0.8527491629860214
633,SUGCT,0.2176,0.418087,0.8527491629860214
19615,YBX3,-0.2176,0.418087,0.8527491629860214
10776,IST1,0.2176,0.418087,0.8527491629860214
11675,lnc-OSR2-2,-0.2176,0.418087,0.8527491629860214
2867,lnc-FTMT-1,-0.2176,0.418087,0.8527491629860214
11682,lnc-OTUD3-1,0.2176,0.418087,0.8527491629860214
9438,LOC101929645,-0.2176,0.418087,0.8527491629860214
5488,LINC00922,-0.2176,0.418087,0.8527491629860214
34111,C18orf15,-0.2176,0.418087,0.8527491629860214
3764,TMEM71,-0.2176,0.418087,0.8527491629860214
14151,LINC00380,0.2176,0.418087,0.8527491629860214
14143,lnc-ADAMTS18-5,0.2176,0.418087,0.8527491629860214
1274,ERVK13-1,0.2176,0.418087,0.8527491629860214
5452,lnc-C15orf2-8,-0.2176,0.418087,0.8527491629860214
9348,APOBEC3B-AS1,0.2176,0.418087,0.8527491629860214
972,SNORD96B,0.2176,0.418087,0.8527491629860214
26652,FLRT2,-0.2176,0.418087,0.8527491629860214
30693,STARD3,-0.2176,0.418087,0.8527491629860214
26666,NUP188,0.2176,0.418087,0.8527491629860214
24676,TUBG2,-0.2176,0.418087,0.8527491629860214
15628,CELF2,0.2176,0.418087,0.8527491629860214
24690,GLOD4,0.2176,0.418087,0.8527491629860214
10817,lnc-JOSD1-1,-0.2176,0.418087,0.8527491629860214
31736,NFAM1,-0.2176,0.418087,0.8527491629860214
2391,lnc-KLF15-2,-0.2176,0.418087,0.8527491629860214
12244,ALDH1L1-AS1,0.2176,0.418087,0.8527491629860214
17705,C9orf16,-0.2176,0.418087,0.8527491629860214
32732,EEF2K,0.2176,0.418087,0.8527491629860214
33681,lnc-CALCOCO2-7,0.2176,0.418087,0.8527491629860214
32240,PELI1,-0.2176,0.418087,0.8527491629860214
14376,lnc-EEFSEC-2,0.2176,0.418087,0.8527491629860214
3887,LOC102724478,0.2176,0.418087,0.8527491629860214
11521,lnc-NOS2-2,0.2176,0.418087,0.8527491629860214
12281,LOC101929412,-0.2176,0.418087,0.8527491629860214
17346,FOXM1,0.2176,0.418087,0.8527491629860214
25151,CHRNA5,-0.2176,0.418087,0.8527491629860214
21852,MRAP,0.2176,0.418087,0.8527491629860214
21827,CEACAM8,-0.2176,0.418087,0.8527491629860214
31293,DEFB110,-0.2176,0.418087,0.8527491629860214
12941,lnc-SYCE1L-2,0.2176,0.418087,0.8527491629860214
18266,ZNF692,-0.2176,0.418087,0.8527491629860214
6395,XLOC_l2_000123,0.2176,0.418087,0.8527491629860214
7644,XLOC_l2_013462,0.2176,0.418087,0.8527491629860214
4819,lnc-C12orf12-2,0.2176,0.418087,0.8527491629860214
29178,SUMO1P3,-0.2176,0.418087,0.8527491629860214
33890,C10orf131,-0.2176,0.418087,0.8527491629860214
23620,OMG,-0.2176,0.418087,0.8527491629860214
26562,PIWIL3,-0.2176,0.418087,0.8527491629860214
14317,lnc-AL020996.1-2,0.2176,0.418087,0.8527491629860214
14140,TMEM184B,-0.2176,0.418087,0.8527491629860214
16764,HPD,0.2176,0.418087,0.8527491629860214
22489,HRH3,-0.2176,0.418087,0.8527491629860214
34563,MKRN9P,0.2176,0.418087,0.8527491629860214
29888,TTBK1,-0.2176,0.418087,0.8527491629860214
34215,OR2A12,-0.2176,0.418087,0.8527491629860214
32888,POU3F1,-0.2176,0.418087,0.8527491629860214
3169,lnc-MYO6-2,-0.2176,0.418087,0.8527491629860214
33621,TNK1,-0.2176,0.418087,0.8527491629860214
18986,LRRFIP2,-0.2176,0.418087,0.8527491629860214
338,AATBC,-0.2176,0.418087,0.8527491629860214
3433,LOC102724577,-0.2176,0.418087,0.8527491629860214
17850,TIAL1,-0.2176,0.418087,0.8527491629860214
17849,PALD1,0.2176,0.418087,0.8527491629860214
30254,PTCRA,-0.2176,0.418087,0.8527491629860214
33742,PREX2,-0.2176,0.418087,0.8527491629860214
27563,MRPL36,0.2176,0.418087,0.8527491629860214
12012,lnc-PRPF18-5,0.2176,0.418087,0.8527491629860214
1318,LINC00853,-0.2176,0.418087,0.8527491629860214
1323,LOC100505940,0.2176,0.418087,0.8527491629860214
31982,lnc-PSMG4-2,0.2176,0.418087,0.8527491629860214
30477,COBLL1,0.2163,0.420966,0.8553991873404503
24694,MEP1B,0.2149,0.42421,0.8553991873404503
21230,ANKFN1,-0.2147,0.424559,0.8553991873404503
21242,SKIL,0.2147,0.424559,0.8553991873404503
6203,lnc-NCOA3-8,-0.2147,0.424559,0.8553991873404503
31643,LOC101927322,0.2147,0.424559,0.8553991873404503
5808,LINC01477,-0.2147,0.424559,0.8553991873404503
4764,lnc-TMEM132C-7,0.2147,0.424559,0.8553991873404503
7183,ANKRD20A5P,0.2147,0.424559,0.8553991873404503
34621,SEMA3F,-0.2147,0.424559,0.8553991873404503
8952,lnc-BPHL-1,-0.2147,0.424559,0.8553991873404503
28114,STAM2,-0.2147,0.424559,0.8553991873404503
14213,SLC13A4,0.2147,0.424559,0.8553991873404503
23575,LINC00597,0.2147,0.424559,0.8553991873404503
7623,PSPHP1,0.2147,0.424559,0.8553991873404503
14262,lnc-CTNNA1-1,-0.2147,0.424559,0.8553991873404503
18305,ZNF335,0.2147,0.424559,0.8553991873404503
21198,ERBB3,-0.2147,0.424559,0.8553991873404503
9378,lnc-CCDC7-3,-0.2147,0.424559,0.8553991873404503
14238,lnc-FAM54B-1,-0.2147,0.424559,0.8553991873404503
6384,LOC100507412,0.2147,0.424559,0.8553991873404503
26557,SPATA24,-0.2147,0.424559,0.8553991873404503
33178,LOC100130278,-0.2147,0.424559,0.8553991873404503
33182,NAPB,0.2147,0.424559,0.8553991873404503
33894,BLACE,0.2147,0.424559,0.8553991873404503
14227,lnc-MDGA1-1,-0.2147,0.424559,0.8553991873404503
29534,SCHIP1,0.2147,0.424559,0.8553991873404503
4685,LOC100288798,0.2147,0.424559,0.8553991873404503
2847,lnc-CWC27-1,0.2147,0.424559,0.8553991873404503
3805,lnc-CLTA-1,0.2147,0.424559,0.8553991873404503
6396,XLOC_l2_000138,-0.2147,0.424559,0.8553991873404503
26500,LINC01565,-0.2147,0.424559,0.8553991873404503
28627,GP5,-0.2147,0.424559,0.8553991873404503
706,C2orf48,0.2147,0.424559,0.8553991873404503
21779,TNRC18,-0.2147,0.424559,0.8553991873404503
5743,lnc-C17orf79-1,-0.2147,0.424559,0.8553991873404503
6965,LINC00665,0.2147,0.424559,0.8553991873404503
4689,lnc-C12orf68-1,-0.2147,0.424559,0.8553991873404503
9334,lnc-CAST-4,-0.2147,0.424559,0.8553991873404503
34405,IFNA22P,0.2147,0.424559,0.8553991873404503
17700,CNTLN,0.2147,0.424559,0.8553991873404503
30068,MED15P9,-0.2147,0.424559,0.8553991873404503
6214,lnc-PPP1R3D-3,-0.2147,0.424559,0.8553991873404503
33174,OR2G6,-0.2147,0.424559,0.8553991873404503
10809,lnc-JAM3-1,0.2147,0.424559,0.8553991873404503
10824,SGOL1-AS1,-0.2147,0.424559,0.8553991873404503
11582,lnc-NT5DC2-1,0.2147,0.424559,0.8553991873404503
24654,EIF3C,0.2147,0.424559,0.8553991873404503
27349,SMIM20,0.2147,0.424559,0.8553991873404503
28330,LEUTX,0.2147,0.424559,0.8553991873404503
26660,ADORA2A,-0.2147,0.424559,0.8553991873404503
18331,DNAL4,-0.2147,0.424559,0.8553991873404503
14417,LOC101927410,-0.2147,0.424559,0.8553991873404503
23692,TUBA3D,-0.2147,0.424559,0.8553991873404503
20088,FASTKD1,0.2147,0.424559,0.8553991873404503
23474,TNFRSF9,-0.2147,0.424559,0.8553991873404503
29169,LRRC72,-0.2147,0.424559,0.8553991873404503
18218,LCN2,-0.2147,0.424559,0.8553991873404503
10038,lnc-ENOSF1-2,0.2147,0.424559,0.8553991873404503
3313,lnc-PHF10-1,0.2147,0.424559,0.8553991873404503
19642,SST,0.2147,0.424559,0.8553991873404503
31906,OR7G1,0.2147,0.424559,0.8553991873404503
6497,LOC100293748,0.2147,0.424559,0.8553991873404503
870,SNORD32B,0.2147,0.424559,0.8553991873404503
19720,DEK,0.2147,0.424559,0.8553991873404503
32215,LOC100130778,-0.2147,0.424559,0.8553991873404503
32216,lnc-C2orf54-2,-0.2147,0.424559,0.8553991873404503
24626,RPS29,0.2147,0.424559,0.8553991873404503
10848,lnc-KCNJ12-1,-0.2147,0.424559,0.8553991873404503
286,LOC100507651,0.2147,0.424559,0.8553991873404503
3285,lnc-OLIG3-1,-0.2147,0.424559,0.8553991873404503
7631,XLOC_l2_013439,0.2147,0.424559,0.8553991873404503
16095,SCP2,0.2147,0.424559,0.8553991873404503
4602,lnc-ROBO4-1,-0.2147,0.424559,0.8553991873404503
10897,MAPT-AS1,0.2147,0.424559,0.8553991873404503
24800,PLSCR2,0.2147,0.424559,0.8553991873404503
18084,AMOTL2,0.2147,0.424559,0.8553991873404503
26427,ZNF250,0.2147,0.424559,0.8553991873404503
28678,LOC729887,0.2147,0.424559,0.8553991873404503
6173,lnc-SULF2-3,-0.2147,0.424559,0.8553991873404503
4366,FLJ37035,-0.2147,0.424559,0.8553991873404503
1081,LOC100289361,0.2147,0.424559,0.8553991873404503
6408,XLOC_l2_000384,-0.2147,0.424559,0.8553991873404503
3932,lnc-C9orf66-4,0.2147,0.424559,0.8553991873404503
32162,lnc-ABCF2-1,-0.2147,0.424559,0.8553991873404503
33256,LOC102723367,0.2147,0.424559,0.8553991873404503
9253,LOC101929229,-0.2147,0.424559,0.8553991873404503
6504,LOC102725199,-0.2147,0.424559,0.8553991873404503
25559,TXNIP,0.2147,0.424559,0.8553991873404503
26781,NKX1-2,-0.2147,0.424559,0.8553991873404503
13077,LINC00691,-0.2147,0.424559,0.8553991873404503
5696,lnc-ADAM11-1,-0.2147,0.424559,0.8553991873404503
27663,IFNA21,0.2147,0.424559,0.8553991873404503
32969,LOC728903,-0.2147,0.424559,0.8553991873404503
17321,MED19,0.2147,0.424559,0.8553991873404503
27447,RIC3,0.2147,0.424559,0.8553991873404503
6684,XLOC_l2_003644,0.2147,0.424559,0.8553991873404503
7109,XLOC_l2_008226,0.2147,0.424559,0.8553991873404503
6675,XLOC_l2_003475,-0.2147,0.424559,0.8553991873404503
31320,ZNF525,0.2147,0.424559,0.8553991873404503
24550,MEN1,0.2147,0.424559,0.8553991873404503
3970,CDC14B,0.2147,0.424559,0.8553991873404503
18044,PHOSPHO2,0.2147,0.424559,0.8553991873404503
13733,lnc-DYTN-1,-0.2147,0.424559,0.8553991873404503
763,SNORA21,-0.2147,0.424559,0.8553991873404503
6136,lnc-PRNT-1,-0.2147,0.424559,0.8553991873404503
24878,PPP1R35,0.2147,0.424559,0.8553991873404503
26282,SH2B1,-0.2147,0.424559,0.8553991873404503
2105,lnc-SUMO1-3,0.2147,0.424559,0.8553991873404503
4835,lnc-TBX3-1,0.2147,0.424559,0.8553991873404503
23310,ABCA6,0.2147,0.424559,0.8553991873404503
17731,SCRIB,0.2147,0.424559,0.8553991873404503
15995,RPL30,0.2147,0.424559,0.8553991873404503
24012,LRFN4,0.2147,0.424559,0.8553991873404503
28517,SCML4,0.2147,0.424559,0.8553991873404503
33944,VMP1,-0.2147,0.424559,0.8553991873404503
33951,SPRNP1,-0.2147,0.424559,0.8553991873404503
16924,TM6SF2,-0.2147,0.424559,0.8553991873404503
24505,KIAA0907,0.2147,0.424559,0.8553991873404503
31674,PRR23C,-0.2147,0.424559,0.8553991873404503
9935,lnc-DUPD1-2,-0.2147,0.424559,0.8553991873404503
15939,C5orf30,0.2147,0.424559,0.8553991873404503
13818,lnc-FMN2-1,0.2147,0.424559,0.8553991873404503
30426,FLJ16734,0.2147,0.424559,0.8553991873404503
20664,RNF19B,-0.2147,0.424559,0.8553991873404503
13764,lnc-FSIP2-1,-0.2147,0.424559,0.8553991873404503
23168,GLYATL2,-0.2147,0.424559,0.8553991873404503
34630,SAMD11,-0.2147,0.424559,0.8553991873404503
